Type,Text
TEXT_STORY,"The woods on either side became denser; the trees were now younger and thicker; and as the lane went lower, running down into a fold of the hills, there were many deep brakes of hazel on the rising slopes at either hand. At last the Elves turned aside from the path. A green ride lay almost unseen through the thickets on the right; and this they followed as it wound away back up the wooded slopes on to the top of a shoulder of the hills that stood out into the lower land of the river-valley. Suddenly they came out of the shadow of the trees, and before them lay a wide space of grass, grey under the night. On three sides the woods pressed upon it; but eastward the ground fell steeply and the tops of the dark trees, growing at the bottom of the slope, were below their feet. Beyond, the low lands lay dim and flat under the stars. Nearer at hand a few lights twinkled in the village of Woodhall."
TEXT_STORY,"They spoke of many things, old and new, and Frodo questioned Gildor much about happenings in the wide world outside the Shire. The tidings were mostly sad and ominous: of gathering darkness, the wars of Men, and the flight of the Elves. At last Frodo asked the question that was nearest to his heart:"
CHAPTER_NUMBER,Chapter 4
CHAPTER_NAME,A SHORT CUT TO MUSHROOMS
TEXT_CONTEXT,"In the morning Frodo woke refreshed. He was lying in a bower made by a living tree with branches laced and drooping to the ground; his bed was of fern and grass, deep and soft and strangely fragrant. The sun was shining through the fluttering leaves, which were still green upon the tree. He jumped up and went out."
TEXT_STORY,"It was already nearly as hot as it had been the day before; but clouds were beginning to come up from the West. It looked likely to turn to rain. The hobbits scrambled down a steep green bank and plunged into the thick trees below. Their course had been chosen to leave Woodhall to their left, and to cut slanting through the woods that clustered along the eastern side of the hills, until they reached the flats beyond. Then they could make straight for the Ferry over country that was open, except for a few ditches and fences. Frodo reckoned they had eighteen miles to go in a straight line."
TEXT_STORY,"They went on for perhaps another couple of miles. Then the sun gleamed out of ragged clouds again and the rain lessened. It was now past mid-day, and they felt it was high time for lunch. They halted under an elm tree: its leaves though fast turning yellow were still thick, and the ground at its feet was fairly dry and sheltered. When they came to make their meal, they found that the Elves had filled their bottles with a clear drink, pale golden in colour: it had the scent of a honey made of many flowers, and was wonderfully refreshing. Very soon they were laughing, and snapping their fingers at rain, and at Black Riders. The last few miles, they felt, would soon be behind them."
TEXT_POEM,Ho! Ho! Ho! to the bottle I go
TEXT_POEM,To heal my heart and drown my woe.
TEXT_POEM,"Rain may fall and wind may blow,"
TEXT_POEM,"And many miles be still to go,"
TEXT_POEM,"But under a tall tree I will lie,"
TEXT_POEM,And let the clouds go sailing by.
TEXT_CONTEXT,"Ho! Ho! Ho! they began again louder. They stopped short suddenly. Frodo sprang to his feet. A long-drawn wail came down the wind, like the cry of some evil and lonely creature. It rose and fell, and ended on a high piercing note. Even as they sat and stood, as if suddenly frozen, it was answered by another cry, fainter and further off, but no less chilling to the blood. There was then a silence, broken only by the sound of the wind in the leaves."
TEXT_STORY,"Before long the wood came to a sudden end. Wide grass-lands stretched before them. They now saw that they had, in fact, turned too much to the south. Away over the flats they could glimpse the low hill of Bucklebury across the River, but it was now to their left. Creeping cautiously out from the edge of the trees, they set off across the open as quickly as they could."
TEXT_STORY,"They went along the lane, until they saw the thatched roofs of a large house and farm-buildings peeping out among the trees ahead. The Maggots, and the Puddifoots of Stock, and most of the inhabitants of the Marish, were house-dwellers; and this farm was stoutly built of brick and had a high wall all round it. There was a wide wooden gate opening out of the wall into the lane."
TEXT_STORY,"It was five miles or more from Maggot’s lane to the Ferry. The hobbits wrapped themselves up, but their ears were strained for any sound above the creak of the wheels and the slow clop of the ponies’ hoofs. The waggon seemed slower than a snail to Frodo. Beside him Pippin was nodding towards sleep; but Sam was staring forwards into the rising fog."
CHAPTER_NUMBER,Chapter 5
CHAPTER_NAME,A CONSPIRACY UNMASKED
TEXT_CONTEXT,"‘Now we had better get home ourselves,’ said Merry. ‘There’s something funny about all this, I see; but it must wait till we get in.’"
TEXT_STORY,"Long ago Gorhendad Oldbuck, head of the Oldbuck family, one of the oldest in the Marish or indeed in the Shire, had crossed the river, which was the original boundary of the land eastwards. He built (and excavated) Brandy Hall, changed his name to Brandybuck, and settled down to become master of what was virtually a small independent country. His family grew and grew, and after his days continued to grow, until Brandy Hall occupied the whole of the low hill, and had three large front-doors, many side-doors, and about a hundred windows. The Brandybucks and their numerous dependants then began to burrow, and later to build, all round about. That was the origin of Buckland, a thickly inhabited strip between the river and the Old Forest, a sort of colony from the Shire. Its chief village was Bucklebury, clustering in the banks and slopes behind Brandy Hall."
TEXT_STORY,"The ferry-boat moved slowly across the water. The Buckland shore drew nearer. Sam was the only member of the party who had not been over the river before. He had a strange feeling as the slow gurgling stream slipped by: his old life lay behind in the mists, dark adventure lay in front. He scratched his head, and for a moment had a passing wish that Mr. Frodo could have gone on living quietly at Bag End."
TEXT_STORY,"It was some distance from the Brandywine to Frodo’s new house at Crickhollow. They passed Buck Hill and Brandy Hall on their left, and on the outskirts of Bucklebury struck the main road of Buckland that ran south from the Bridge. Half a mile northward along this they came to a lane opening on their right. This they followed for a couple of miles as it climbed up and down into the country."
TEXT_STORY,"The travellers hung up their cloaks, and piled their packs on the floor. Merry led them down the passage and threw open a door at the far end. Firelight came out, and a puff of steam."
TEXT_POEM,Sing hey! for the bath at close of day
TEXT_POEM,that washes the weary mud away!
TEXT_POEM,A loon is he that will not sing:
TEXT_POEM,O! Water Hot is a noble thing!
TEXT_POEM,"O! Sweet is the sound of falling rain,"
TEXT_POEM,and the brook that leaps from hill to plain;
TEXT_POEM,but better than rain or rippling streams
TEXT_POEM,is Water Hot that smokes and steams.
TEXT_POEM,O! Water cold we may pour at need
TEXT_POEM,down a thirsty throat and be glad indeed;
TEXT_POEM,"but better is Beer, if drink we lack,"
TEXT_POEM,and Water Hot poured down the back.
TEXT_POEM,O! Water is fair that leaps on high
TEXT_POEM,in a fountain white beneath the sky;
TEXT_POEM,but never did fountain sound so sweet
TEXT_POEM,as splashing Hot Water with my feet!
TEXT_STORY,They had supper in the kitchen on a table near the fire. ‘I suppose you three won’t want mushrooms again?’ said Fredegar without much hope.
TEXT_POEM,Farewell we call to hearth and hall!
TEXT_POEM,"Though wind may blow and rain may fall,"
TEXT_POEM,We must away ere break of day
TEXT_POEM,Far over wood and mountain tall.
TEXT_POEM,"To Rivendell, where Elves yet dwell"
TEXT_POEM,"In glades beneath the misty fell,"
TEXT_POEM,"Through moor and waste we ride in haste,"
TEXT_POEM,And whither then we cannot tell.
TEXT_POEM,"With foes ahead, behind us dread,"
TEXT_POEM,"Beneath the sky shall be our bed,"
TEXT_POEM,"Until at last our toil be passed,"
TEXT_POEM,"Our journey done, our errand sped."
TEXT_POEM,We must away! We must away!
TEXT_POEM,We ride before the break of day!
TEXT_STORY,"Frodo sat for a while in thought. ‘I have made up my mind,’ he said finally. ‘I am starting tomorrow, as soon as it is light. But I am not going by road: it would be safer to wait here than that. If I go through the North-gate my departure from Buckland will be known at once, instead of being secret for several days at least, as it might be. And what is more, the Bridge and the East Road near the borders will certainly be watched, whether any Rider gets into Buckland or not. We don’t know how many there are; but there are at least two, and possibly more. The only thing to do is to go off in a quite unexpected direction.’"
TEXT_STORY,"When at last he had got to bed, Frodo could not sleep for some time. His legs ached. He was glad that he was riding in the morning. Eventually he fell into a vague dream, in which he seemed to be looking out of a high window over a dark sea of tangled trees. Down below among the roots there was the sound of creatures crawling and snuffling. He felt sure they would smell him out sooner or later."
CHAPTER_NUMBER,Chapter 6
CHAPTER_NAME,THE OLD FOREST
TEXT_CONTEXT,"Frodo woke suddenly. It was still dark in the room. Merry was standing there with a candle in one hand, and banging on the door with the other. ‘All right! What is it?’ said Frodo, still shaken and bewildered."
TEXT_STORY,"The hobbits now left the tunnel-gate and rode across the wide hollow. On the far side was a faint path leading up on to the floor of the Forest, a hundred yards and more beyond the Hedge; but it vanished as soon as it brought them under the trees. Looking back they could see the dark line of the Hedge through the stems of trees that were already thick about them. Looking ahead they could see only tree-trunks of innumerable sizes and shapes: straight or bent, twisted, leaning, squat or slender, smooth or gnarled and branched; and all the stems were green or grey with moss and slimy, shaggy growths."
TEXT_STORY,"The light grew clearer as they went forward. Suddenly they came out of the trees and found themselves in a wide circular space. There was sky above them, blue and clear to their surprise, for down under the Forest-roof they had not been able to see the rising morning and the lifting of the mist. The sun was not, however, high enough yet to shine down into the clearing, though its light was on the tree-tops. The leaves were all thicker and greener about the edges of the glade, enclosing it with an almost solid wall. No tree grew there, only rough grass and many tall plants: stalky and faded hemlocks and wood-parsley, fire-weed seeding into fluffy ashes, and rampant nettles and thistles. A dreary place: but it seemed a charming and cheerful garden after the close Forest."
TEXT_POEM,O! Wanderers in the shadowed land
TEXT_POEM,"despair not! For though dark they stand,"
TEXT_POEM,"all woods there be must end at last,"
TEXT_POEM,and see the open sun go past:
TEXT_POEM,"the setting sun, the rising sun,"
TEXT_POEM,"the day’s end, or the day begun."
TEXT_POEM,For east or west all woods must fail …
TEXT_STORY,"They now hurried forward again, delighted with the thought of climbing out for a while above the roof of the Forest. The path dipped, and then again began to climb upwards, leading them at last to the foot of the steep hillside. There it left the trees and faded into the turf. The wood stood all round the hill like thick hair that ended sharply in a circle round a shaven crown."
TEXT_STORY,"At length they made up their minds to go on again. The path that had brought them to the hill reappeared on the northward side; but they had not followed it far before they became aware that it was bending steadily to the right. Soon it began to descend rapidly and they guessed that it must actually be heading towards the Withywindle valley: not at all the direction they wished to take. After some discussion they decided to leave this misleading path and strike northward; for although they had not been able to see it from the hill-top, the Road must lie that way, and it could not be many miles off. Also northward, and to the left of the path, the land seemed to be drier and more open, climbing up to slopes where the trees were thinner, and pines and firs replaced the oaks and ashes and other strange and nameless trees of the denser wood."
